,BHSsort,〔KJVverseID｜book｜chapter｜verse〕,BHSA,extendedStrongNumber,Root
414021,414022,〔11501｜14｜15｜10〕,<H>מַלְכ֥וּת<h><H> <h>,4438,מלכ
238876,238877,〔19152｜24｜7｜32〕,<H>נְאֻם<h><H>־<h>,5002,נאמ
91710,91711,〔4836｜4｜34｜19〕,<H>שְׁמֹ֣ות<h><H> <h>,8034,שׂום שׂימ
383818,383819,〔12313｜16｜2｜5〕,<H>עַבְדְּךָ֖<h><H> <h>,5650,עבד
15468,15469,〔825｜1｜29｜29〕,<H>שִׁפְחָֽה<h><H>׃ <h>,8198,
358207,358208,〔17583｜22｜3｜11〕,<H>חֲתֻנָּתֹ֔ו<h><H> <h>,2861,חתנ
95709,95710,〔5029｜5｜4｜24〕,<H>אֱלֹהֶ֔יךָ<h><H> <h>,430,אול
154845,154846,〔7793｜9｜22｜5〕,<H>מְּצוּדָ֔ה<h><H> <h>,4686,
276494,276495,〔21054｜26｜23｜46〕,<H>קָהָ֔ל<h><H> <h>,6951,קהל
143447,143448,〔7305｜9｜4｜7〕,<H>אֱלֹהִ֖ים<h><H> <h>,430,אול
222980,222981,〔18283｜23｜33｜3〕,<H>גֹּויִֽם<h><H>׃ <h>,1471,
204754,204755,〔9951｜12｜15｜25〕,<H>אַרְמֹ֤ון<h><H> <h>,759,
268090,268091,〔20624｜26｜9｜1〕,<H>יָדֹֽו<h><H>׃ <h>,3027,יוד
325809,325810,〔15335｜19｜89｜8〕,<H>אֱמֽוּנָתְךָ֗<h><H> <h>,530,
422809,422810,〔11867｜14｜31｜12〕,<H>מַּעֲשֵׂ֛ר<h><H> <h>,4643,
174722,174723,〔8647｜10｜22｜44〕,<H>רֹ֣אשׁ<h><H> <h>,7218,ראשׁ
350071,350072,〔16738｜20｜12｜18〕,<H>חָ֑רֶב<h><H> <h>,2719,חרב
264888,264889,〔20474｜26｜1｜9〕,<H>אִשָּׁ֥ה<h><H> <h>,802,אישׁ
380796,380797,〔12168｜15｜6｜16〕,<H>חֲנֻכַּ֛ת<h><H> <h>,2597,
70831,70832,〔3690｜4｜2｜31〕,<H>מְאַ֣ת<h><H> <h>,3967,
203088,203089,〔9873｜12｜13｜1〕,<H>מֶ֣לֶךְ<h><H> <h>,4428,מלכ
255171,255172,〔19879｜24｜37｜4〕,<H>תֹ֣וךְ<h><H> <h>,8432,תוכ
315012,315013,〔14339｜19｜31｜7〕,<H>חַ֫סְדֶּ֥ךָ<h><H> <h>,2617,חסד
345031,345032,〔13752｜18｜36｜15〕,<H>אָזְנָֽם<h><H>׃ <h>,241,אזנ
236748,236749,〔19038｜24｜4｜10〕,<H>חֶ֖רֶב<h><H> <h>,2719,חרב
24632,24633,〔1315｜1｜43｜24〕,<H>מִסְפֹּ֖וא<h><H> <h>,4554,
219861,219862,〔18109｜23｜24｜13〕,<H>תֹ֣וךְ<h><H> <h>,8432,תוכ
382868,382869,〔12260｜15｜10｜7〕,<H>קֹ֜ול<h><H> <h>,6963,קול
370595,370596,〔21762｜27｜2｜3〕,<H>חֲלֹֽום<h><H>׃ <h>,2472,חלמ
325171,325172,〔15275｜19｜85｜3〕,<H>עֶבְרָתֶ֑ךָ<h><H> <h>,5678,
288637,288638,〔21639｜26｜45｜8〕,<H>אָ֛רֶץ<h><H> <h>,776,ארצ
53192,53193,〔2781｜3｜3｜2〕,<H>כֹּהֲנִ֧ים<h><H> <h>,3548,כהנ
184494,184495,〔9088｜11｜10｜8〕,<H>עֲבָדֶ֣יךָ<h><H> <h>,5650,עבד
155557,155558,〔7822｜9｜23｜11〕,<H>עַבְדֶּ֑ךָ<h><H> ס <h>,5650,עבד
264369,264370,〔20296｜24｜52｜19〕,<H>זָהָ֔ב<h><H> <h>,2091,זהב
383409,383410,〔12297｜15｜10｜44〕,<H>נָשִׁ֔ים<h><H> <h>,802,אישׁ
372618,372619,〔21854｜27｜4｜16〕,<H>חֵיוָ֖ה<h><H> <h>,2423,
315966,315967,〔14428｜19｜35｜17〕,<H>אֲדֹנָי֮<h><H> <h>,136,אדנ
223410,223411,〔18313｜23｜34｜9〕,<H>גָפְרִ֑ית<h><H> <h>,1614,
68180,68181,〔3528｜3｜26｜3〕,<H>חֻקֹּתַ֖י<h><H> <h>,2708,
276270,276271,〔21042｜26｜23｜34〕,<H>נְאֻ֖ם<h><H> <h>,5002,נאמ
419022,419023,〔11711｜14｜25｜6〕,<H>אֶ֛לֶף<h><H> <h>,505,אלפ
147667,147668,〔7480｜9｜12｜19〕,<H>מֶֽלֶךְ<h><H>׃ ס <h>,4428,מלכ
235903,235904,〔18997｜24｜2｜31〕,<H>מַאְפֵּ֖לְיָ֑ה<h><H> <h>,3991,אכל
158246,158247,〔7933｜9｜27｜2〕,<H>אִ֖ישׁ<h><H> <h>,376,אנשׁ
21014,21015,〔1131｜1｜38｜11〕,<H>אֶחָ֑יו<h><H> <h>,251,
328436,328437,〔15593｜19｜104｜21〕,<H>אֵ֣ל<h><H> <h>,410,אול
286590,286591,〔21549｜26｜41｜22〕,<H>אָרְכֹּ֥ו<h><H> <h>,753,ארכ
319733,319734,〔14767｜19｜56｜11〕,<H>אלֹהִ֣ים<h><H> <h>,430,אול
318302,318303,〔14636｜19｜48｜1〕,<H>אֱ֝לֹהֵ֗ינוּ<h><H> <h>,430,אול
265735,265736,〔20515｜26｜3｜12〕,<H>רַ֣עַשׁ<h><H> <h>,7494,רעשׁ
197092,197093,〔9633｜12｜4｜29〕,<H>מִשְׁעַנְתִּ֖י<h><H> <h>,4938,שׁענ
220931,220932,〔18172｜23｜28｜7〕,<H>יַּ֗יִן<h><H> <h>,3196,יינ
103814,103815,〔5405｜5｜18｜20〕,<H>שֵׁ֖ם<h><H> <h>,8034,שׂום שׂימ
136951,136952,〔6941｜7｜15｜11〕,<H>אִ֜ישׁ<h><H> <h>,376,אנשׁ
271983,271984,〔20815｜26｜16｜52〕,<H>כְלִמָּתֵ֔ךְ<h><H> <h>,3639,כלמ
425880,425881,〔11987｜14｜35｜20〕,<H>מֶֽלֶךְ<h><H>־<h>,4428,מלכ
296274,296275,〔22414｜30｜4｜3〕,<H>פְרָצִ֥ים<h><H> <h>,6556,פּרצ
250762,250763,〔19700｜24｜31｜8〕,<H>אָרֶץ֒<h><H> <h>,776,ארצ
317636,317637,〔14574｜19｜44｜2〕,<H>גֹּויִ֣ם<h><H> <h>,1471,
281821,281822,〔21328｜26｜34｜14〕,<H>מְרֹֽום<h><H>־<h>,4791,רומ
53612,53613,〔2802｜3｜4｜6〕,<H>כֹּהֵ֛ן<h><H> <h>,3548,כהנ
33371,33372,〔1759｜2｜9｜16〕,<H>אָֽרֶץ<h><H>׃ <h>,776,ארצ
336162,336163,〔12876｜18｜1｜6〕,<H>שָּׂטָ֖ן<h><H> <h>,7854,שׂטנ
182460,182461,〔9005｜11｜8｜19〕,<H>שְׁמִֽי<h><H>׃ <h>,8034,שׂום שׂימ
8534,8535,〔463｜1｜19｜5〕,<H>לָּ֑יְלָה<h><H> <h>,3915,לול
294255,294256,〔22305｜29｜1｜13〕,<H>אֱלֹהֵיכֶ֖ם<h><H> <h>,430,אול
14494,14495,〔774｜1｜27｜46〕,<H>אָ֔רֶץ<h><H> <h>,776,ארצ
216147,216148,〔17889｜23｜11｜4〕,<H>שֵׁ֣בֶט<h><H> <h>,7626,שׁבט
155657,155658,〔7826｜9｜23｜15〕,<H>חֹֽרְשָׁה<h><H>׃ ס <h>,2793,חרשׁ
264226,264227,〔20291｜24｜52｜14〕,<H>חֵ֣יל<h><H> <h>,2428,חול חיל
90437,90438,〔4748｜4｜32｜29〕,<H>מִּלְחָמָה֙<h><H> <h>,4421,לחמ
334171,334172,〔16225｜19｜137｜2〕,<H>כִּנֹּרֹותֵֽינוּ<h><H>׃ <h>,3658,
361989,361990,〔17465｜21｜8｜6〕,<H>אָדָ֖ם<h><H> <h>,120,אדמ
32309,32310,〔1711｜2｜7｜25〕,<H>יְאֹֽר<h><H>׃ פ <h>,2975,
6609,6610,〔358｜1｜14｜21〕,<H>רְכֻ֖שׁ<h><H> <h>,7399,רכשׁ
424873,424874,〔11950｜14｜34｜16〕,<H>יַד<h><H>־<h>,3027,יוד
60868,60869,〔3140｜3｜14｜28〕,<H>שֶּׁ֣מֶן<h><H>׀ <h>,8081,שׁמנ
85727,85728,〔4478｜4｜25｜6〕,<H>אֹ֥הֶל<h><H> <h>,168,אהל
116631,116632,〔5998｜6｜7｜21〕,<H>תֹ֥וךְ<h><H> <h>,8432,תוכ
75292,75293,〔3944｜4｜8｜4〕,<H>מִקְשָׁ֣ה<h><H> <h>,4749,
130096,130097,〔6635｜7｜5｜11〕,<H>מַשְׁאַבִּ֔ים<h><H> <h>,4857,שׁאב
399570,399571,〔10820｜13｜15｜28〕,<H>כִנֹּרֹֽות<h><H>׃ <h>,3658,
384925,384926,〔12362｜16｜4｜2〕,<H>יֹּ֔ום<h><H> <h>,3117,יומ
391066,391067,〔12694｜16｜13｜22〕,<H>חַסְדֶּֽךָ<h><H>׃ פ <h>,2617,חסד
42008,42009,〔2199｜2｜25｜3〕,<H>כֶ֖סֶף<h><H> <h>,3701,כספ
27208,27209,〔1449｜1｜47｜28〕,<H>אֶ֣רֶץ<h><H> <h>,776,ארצ
169623,169624,〔8422｜10｜15｜32〕,<H>אלֹהִ֑ים<h><H> <h>,430,אול
156719,156720,〔7873｜9｜25｜11〕,<H>מֵימַ֔י<h><H> <h>,4325,
327028,327029,〔15462｜19｜95｜7〕,<H>יָדֹ֑ו<h><H> <h>,3027,יוד
89846,89847,〔4717｜4｜31｜52〕,<H>מֵּאֹֽות<h><H>׃ <h>,3967,
363018,363019,〔17514｜21｜10｜20〕,<H>בַ֥עַל<h><H> <h>,1167,בעל
166614,166615,〔8297｜10｜12｜10〕,<H>חִתִּ֔י<h><H> <h>,2850,
411610,411611,〔11390｜14｜9｜25〕,<H>אֶ֖לֶף<h><H> <h>,505,אלפ
83686,83687,〔4370｜4｜21｜29〕,<H>שְּׁבִ֔ית<h><H> <h>,7628,
104338,104339,〔5429｜5｜20｜1〕,<H>מִּלְחָמָ֜ה<h><H> <h>,4421,לחמ
331091,331092,〔15873｜19｜118｜3〕,<H>חַסְדֹּֽו<h><H>׃ <h>,2617,חסד
136645,136646,〔6927｜7｜14｜17〕,<H>יֹּ֣ום<h><H> <h>,3117,יומ
59262,59263,〔3072｜3｜13｜19〕,<H>בַהֶ֖רֶת<h><H> <h>,934,
202455,202456,〔9847｜12｜11｜17〕,<H>מֶּ֖לֶךְ<h><H> <h>,4428,מלכ
105896,105897,〔5501｜5｜22｜30〕,<H>אִ֖ישׁ<h><H> <h>,376,אנשׁ
379226,379227,〔12104｜15｜3｜6〕,<H>יֹּ֤ום<h><H> <h>,3117,יומ
349103,349104,〔16632｜20｜8｜29〕,<H>אָֽרֶץ<h><H>׃ <h>,776,ארצ
207332,207333,〔10059｜12｜18｜34〕,<H>אֱלֹהֵ֥י<h><H> <h>,430,אול
173618,173619,〔8576｜10｜20｜21〕,<H>חֹומָֽה<h><H>׃ <h>,2346,
97669,97670,〔5123｜5｜7｜11〕,<H>יֹּ֖ום<h><H> <h>,3117,יומ
215985,215986,〔17878｜23｜10｜27〕,<H>יֹּ֣ום<h><H> <h>,3117,יומ
44073,44074,〔2315｜2｜28｜21〕,<H>חֹותָם֙<h><H> <h>,2368,חתמ
226207,226208,〔18462｜23｜41｜10〕,<H>אֱלֹהֶ֑יךָ<h><H> <h>,430,אול
405442,405443,〔11142｜13｜27｜32〕,<H>אִישׁ<h><H>־<h>,376,אנשׁ
425729,425730,〔11981｜14｜35｜14〕,<H>כֹּהֲנִ֖ים<h><H> <h>,3548,כהנ
34482,34483,〔1809｜2｜11｜2〕,<H>אִ֣ישׁ<h><H>׀ <h>,376,אנשׁ
290677,290678,〔21724｜26｜48｜21〕,<H>קֹּ֔דֶשׁ<h><H> <h>,6944,קדשׁ
28521,28522,〔1521｜1｜50｜14〕,<H>אֶחָ֔יו<h><H> <h>,251,
100017,100018,〔5229｜5｜11｜20〕,<H>מְזוּזֹ֥ות<h><H> <h>,4201,
235816,235817,〔18992｜24｜2｜26〕,<H>מַלְכֵיהֶם֙<h><H> <h>,4428,מלכ
56068,56069,〔2920｜3｜8｜2〕,<H>אֵילִ֔ים<h><H> <h>,352,אול
282810,282811,〔21379｜26｜36｜19〕,<H>דַרְכָּ֥ם<h><H> <h>,1870,דרכ
280520,280521,〔21269｜26｜32｜20〕,<H>חֶ֖רֶב<h><H> <h>,2719,חרב
306087,306088,〔22934｜38｜4｜11〕,<H>זֵּיתִים֙<h><H> <h>,2132,
352354,352355,〔16980｜20｜20｜25〕,<H>מֹוקֵ֣שׁ<h><H> <h>,4170,יקשׁ
286509,286510,〔21545｜26｜41｜18〕,<H>תִֽמֹרִ֑ים<h><H> <h>,8561,
225266,225267,〔18405｜23｜38｜14〕,<H>אֲדֹנָ֖י<h><H> <h>,136,אדנ
413927,413928,〔11498｜14｜15｜7〕,<H>יְדֵיכֶ֑ם<h><H> <h>,3027,יוד
348032,348033,〔16519｜20｜5｜1〕,<H>תְבוּנָתִ֗י<h><H> <h>,8394,בינ
207692,207693,〔10076｜12｜19｜14〕,<H>מַּלְאָכִ֖ים<h><H> <h>,4397,מלאכ
163004,163005,〔8136｜10｜5｜3〕,<H>מֶ֖לֶךְ<h><H> <h>,4428,מלכ
126486,126487,〔6474｜6｜23｜13〕,<H>שֹׁטֵ֤ט<h><H> <h>,7850,
407171,407172,〔11210｜14｜1｜15〕,<H>שְּׁפֵלָ֖ה<h><H> <h>,8219,שׁפל
68555,68556,〔3550｜3｜26｜25〕,<H>נְקַם<h><H>־<h>,5359,נקמ
280037,280038,〔21245｜26｜31｜14〕,<H>צַמַּרְתָּם֙<h><H> <h>,6788,
155552,155553,〔7822｜9｜23｜11〕,<H>אֱלֹהֵ֣י<h><H> <h>,430,אול
345151,345152,〔13765｜18｜36｜28〕,<H>אָדָ֬ם<h><H> <h>,120,אדמ
107690,107691,〔5588｜5｜27｜2〕,<H>אֱלֹהֶ֖יךָ<h><H> <h>,430,אול
177972,177973,〔8801｜11｜2｜30〕,<H>אֹ֣הֶל<h><H> <h>,168,אהל
106442,106443,〔5530｜5｜24｜4〕,<H>אֱלֹהֶ֔יךָ<h><H> <h>,430,אול
335924,335925,〔16391｜19｜149｜5〕,<H>כָבֹ֑וד<h><H> <h>,3519,כבד
244141,244142,〔19409｜24｜19｜1〕,<H>כֹּהֲנִֽים<h><H>׃ <h>,3548,כהנ
381593,381594,〔12207｜15｜8｜5〕,<H>מֵאֹ֖ות<h><H> <h>,3967,
144539,144540,〔7349｜9｜6｜17〕,<H>זָּהָ֔ב<h><H> <h>,2091,זהב
292640,292641,〔22199｜28｜8｜4〕,<H>כַּסְפָּ֣ם<h><H> <h>,3701,כספ
42346,42347,〔2220｜2｜25｜24〕,<H>זָהָ֖ב<h><H> <h>,2091,זהב
219960,219961,〔18114｜23｜24｜18〕,<H>מֹ֥וסְדֵי<h><H> <h>,4146,
231556,231557,〔18767｜23｜57｜1〕,<H>אִ֖ישׁ<h><H> <h>,376,אנשׁ
394797,394798,〔10527｜13｜6｜72〕,<H>מִגְרָשֶֽׁיהָ<h><H>׃ <h>,4054,גרשׁ
346174,346175,〔13872｜18｜40｜7〕,<H>חֲלָצֶ֑יךָ<h><H> <h>,2504,חלצ
20636,20637,〔1109｜1｜37｜25〕,<H>נְכֹאת֙<h><H> <h>,5219,
275649,275650,〔21005｜26｜22｜28〕,<H>שָׁ֔וְא<h><H> <h>,7723,
355233,355234,〔17261｜20｜30｜9〕,<H>שֵׁ֣ם<h><H> <h>,8034,שׂום שׂימ
224636,224637,〔18373｜23｜37｜20〕,<H>יָדֹ֑ו<h><H> <h>,3027,יוד
108074,108075,〔5611｜5｜27｜25〕,<H>נֶ֖פֶשׁ<h><H> <h>,5315,נפשׁ
148002,148003,〔7495｜9｜13｜9〕,<H>שְּׁלָמִ֑ים<h><H> <h>,8002,שׁלמ
283087,283088,〔21393｜26｜36｜33〕,<H>יֹום֙<h><H> <h>,3117,יומ
365474,365475,〔12705｜17｜1｜2〕,<H>יָּמִ֖ים<h><H> <h>,3117,יומ
80682,80683,〔4227｜4｜16｜32〕,<H>אָדָם֙<h><H> <h>,120,אדמ
218310,218311,〔18016｜23｜19｜11〕,<H>מַלְכֵי<h><H>־<h>,4428,מלכ
294622,294623,〔22326｜29｜2｜14〕,<H>אֱלֹהֵיכֶֽם<h><H>׃ פ <h>,430,אול
43402,43403,〔2277｜2｜27｜4〕,<H>נְחֹ֑שֶׁת<h><H> <h>,5178,נחשׁ
230899,230900,〔18733｜23｜54｜9〕,<H>מֵ֥י<h><H> <h>,4325,
42153,42154,〔2209｜2｜25｜13〕,<H>זָהָֽב<h><H>׃ <h>,2091,זהב
403126,403127,〔10997｜13｜23｜13〕,<H>קָֽדָשִׁ֤ים<h><H> <h>,6944,קדשׁ
361126,361127,〔17413｜21｜5｜15〕,<H>יָדֹֽו<h><H>׃ <h>,3027,יוד
156171,156172,〔7848｜9｜24｜8〕,<H>אֲדֹנִ֣י<h><H> <h>,113,אדנ
317808,317809,〔14591｜19｜44｜19〕,<H>צַלְמָֽוֶת<h><H>׃ <h>,6757,
345566,345567,〔13808｜18｜38｜14〕,<H>לְבֽוּשׁ<h><H>׃ <h>,3830,לבשׁ
65449,65450,〔3374｜3｜22｜4〕,<H>שִׁכְבַת<h><H>־<h>,7902,שׁכב
149456,149457,〔7557｜9｜14｜48〕,<H>יַּ֥ד<h><H> <h>,3027,יוד
370168,370169,〔21742｜27｜1｜4〕,<H>הֵיכַ֣ל<h><H> <h>,1964,יכל
159235,159236,〔7972｜9｜29｜4〕,<H>שָׂטָ֖ן<h><H> <h>,7854,שׂטנ
253689,253690,〔19823｜24｜34｜21〕,<H>יַ֖ד<h><H> <h>,3027,יוד
43656,43657,〔2292｜2｜27｜19〕,<H>עֲבֹדָתֹ֑ו<h><H> <h>,5656,עבד
3415,3416,〔179｜1｜7｜19〕,<H>מַּ֗יִם<h><H> <h>,4325,
98517,98518,〔5163｜5｜9｜5〕,<H>אַרְצָ֑ם<h><H> <h>,776,ארצ
309226,309227,〔23082｜38｜14｜13〕,<H>מְהֽוּמַת<h><H>־<h>,4103,הומ
155239,155240,〔7807｜9｜22｜19〕,<H>עֹולֵ֖ל<h><H> <h>,5768,עול
215564,215565,〔17854｜23｜10｜3〕,<H>עֶזְרָ֔ה<h><H> <h>,5833,
349521,349522,〔16679｜20｜10｜22〕,<H>בִּרְכַּ֣ת<h><H> <h>,1293,ברכ
42936,42937,〔2252｜2｜26｜16〕,<H>אֹ֣רֶךְ<h><H> <h>,753,ארכ
123172,123173,〔6308｜6｜18｜14〕,<H>גְּבוּל֩<h><H> <h>,1366,גבל
387123,387124,〔12494｜16｜7｜73〕,<H>כֹּהֲנִ֣ים<h><H> <h>,3548,כהנ
338121,338122,〔13036｜18｜8｜6〕,<H>צִדְקֶֽךָ<h><H>׃ <h>,6664,צדק
256596,256597,〔19934｜24｜39｜10〕,<H>יגֵבִ֖ים<h><H> <h>,3010,יגב
70438,70439,〔3661｜4｜2｜2〕,<H>דִּגְלֹ֤ו<h><H> <h>,1714,דגל
339133,339134,〔13141｜18｜12｜12〕,<H>אֹ֖רֶךְ<h><H> <h>,753,ארכ
337721,337722,〔12995｜18｜6｜16〕,<H>שָֽׁלֶג<h><H>׃ <h>,7950,
262544,262545,〔20204｜24｜50｜37〕,<H>תֹוכָ֖הּ<h><H> <h>,8432,תוכ
371141,371142,〔21789｜27｜2｜30〕,<H>חָכְמָה֙<h><H> <h>,2452,
91187,91188,〔4805｜4｜33｜44〕,<H>גְב֥וּל<h><H> <h>,1366,גבל
228092,228093,〔18575｜23｜45｜13〕,<H>שֹׁ֔חַד<h><H> <h>,7810,שׁחד
293163,293164,〔22233｜28｜10｜7〕,<H>מָֽיִם<h><H>׃ <h>,4325,
296276,296277,〔22414｜30｜4｜3〕,<H>אִשָּׁ֣ה<h><H> <h>,802,אישׁ
374682,374683,〔21941｜27｜7｜7〕,<H>חֶזְוֵ֣י<h><H> <h>,2376,
379201,379202,〔12102｜15｜3｜4〕,<H>יֹומֹֽו<h><H>׃ <h>,3117,יומ
83076,83077,〔4339｜4｜20｜27〕,<H>עֵדָֽה<h><H>׃ <h>,5712,עוד
29671,29672,〔1582｜2｜3｜2〕,<H>סְּנֶ֖ה<h><H> <h>,5572,
316154,316155,〔14445｜19｜36｜6〕,<H>אָ֤דָֽם<h><H>־<h>,120,אדמ
52572,52573,〔2750｜3｜1｜4〕,<H>יָדֹ֔ו<h><H> <h>,3027,יוד
157235,157236,〔7893｜9｜25｜31〕,<H>אדֹנִ֔י<h><H> <h>,113,אדנ
4067,4068,〔208｜1｜9｜2〕,<H>עֹ֣וף<h><H> <h>,5775,עופ
20280,20281,〔1091｜1｜37｜7〕,<H>אֲלֻמָּתִ֖י<h><H> <h>,485,אלמ
71300,71301,〔3719｜4｜3｜26〕,<H>מִּשְׁכָּ֛ן<h><H> <h>,4908,שׁכנ
297805,297806,〔22497｜30｜9｜1〕,<H>כַּפְתֹּ֜ור<h><H> <h>,3730,
262987,262988,〔20228｜24｜51｜15〕,<H>אֶ֨רֶץ֙<h><H> <h>,776,ארצ
